Volume_mL,pH,Ionic_Strength,Buffer_Capacity,Component_1_Name,Component_1_pKa,Component_1_Total_Conc_M,Component_1_Initial_Form,Component_1_Counter_Ion_Charge,Component_Type,Component_Name,Concentration_M
16.99999999999997,6.577133336167234,0.13191541347126157,0.03373912234197679,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.099999999999973,6.580275313907954,0.13184762608871453,0.03381911482080048,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.199999999999974,6.583403628032177,0.13178014461707688,0.03389824477706973,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.299999999999976,6.58651817424876,0.13171295314642906,0.03397650430574416,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.399999999999977,6.58961903197075,0.13164604519578504,0.03405389449958239,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.49999999999998,6.592706369612647,0.13157941896653688,0.03413042084173081,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.59999999999998,6.59578035268883,0.13151307267162832,0.034206088766036646,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.69999999999998,6.598841143851017,0.13144700453397015,0.03428090365626442,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.799999999999983,6.601888902914653,0.13138121278436393,0.03435487084487743,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.899999999999984,6.604923786871676,0.13131569565879164,0.03442799561126532,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
17.999999999999986,6.607945949886417,0.1312504513948926,0.03450028317926856,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.099999999999987,6.610955543270664,0.13118547822740767,0.03457173871381775,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.19999999999999,6.613952715433,0.13112077438232153,0.03464236731646675,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.29999999999999,6.6169376117964696,0.13105633806937472,0.03471217401955163,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.39999999999999,6.61991037467737,0.130992167472547,0.034781163778654436,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.499999999999993,6.622871143116523,0.13092826073803368,0.03484934146298722,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.599999999999994,6.625820052652617,0.13086461595913879,0.03491671184323857,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.699999999999996,6.628757235025277,0.1308012311573995,0.03498327957634199,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.799999999999997,6.6316828177931635,0.1307381042591254,0.035049049186527174,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
18.9,6.634596962718008,0.13067523511591075,0.035114026864610515,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.0,6.637499905940398,0.13061262764207307,0.03517822232955782,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.1,6.640391680941194,0.13055027518693682,0.035241635850809035,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.200000000000003,6.643272416058279,0.13048817620993058,0.03530427220913129,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.300000000000004,6.64614223768716,0.13042632918347827,0.035366136146738315,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.400000000000006,6.649001270318847,0.1303647325927297,0.035427232367551756,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.500000000000007,6.6518496365766575,0.13030338493528948,0.03548756553745799,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.60000000000001,6.654687457252028,0.13024228472094598,0.03554714028456249,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.70000000000001,6.65751485133937,0.13018143047140263,0.03560596119944228,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.80000000000001,6.66033193607003,0.1301208207200116,0.03566403283539864,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
19.900000000000013,6.6631408264579886,0.1300605612696358,0.03572145144192857,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.000000000000014,6.665937650200157,0.13000043702387284,0.035778038402614114,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.100000000000016,6.668724506065656,0.12994055294557488,0.03583388951893679,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.200000000000017,6.671501504557362,0.12988090761212834,0.035889009197628365,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.30000000000002,6.674268754573312,0.12982149961133244,0.03594340180944531,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.40000000000002,6.677026363436359,0.12976232754117978,0.03599707168944383,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.50000000000002,6.679774436923253,0.1297033900096477,0.03605002313726084,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.600000000000023,6.682513079293199,0.12964468563450302,0.03610226041740261,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.700000000000024,6.685242393315908,0.1295862130431194,0.03615378775954071,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.800000000000026,6.687962480299195,0.12952797087230933,0.036204609358816295,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
20.900000000000027,6.6906726785650505,0.12946991630703497,0.0362546953290226,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.00000000000003,6.693374710704931,0.1294121363758485,0.03630412249044251,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.10000000000003,6.696067807113115,0.12935458262184707,0.03635285608305849,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.20000000000003,6.698752063085266,0.12929725369338424,0.03640090014909962,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.300000000000033,6.701427572644583,0.12924014825069263,0.036448258700716205,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.400000000000034,6.704094428568112,0.1291832649658869,0.03649493572034504,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.500000000000036,6.706752722412148,0.12912660252295038,0.036540935161054715,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.600000000000037,6.709402544536772,0.12907015961770552,0.03658626094687216,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.70000000000004,6.712043984129527,0.129013934957768,0.0366309169730899,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.80000000000004,6.714674877788603,0.12895780326679607,0.03667480908600277,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
21.90000000000004,6.717299801654396,0.12890201036807553,0.036718136880226425,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.000000000000043,6.71991660370019,0.12884643190584244,0.03676080643590292,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.100000000000044,6.722525368643891,0.12879106663413406,0.03680282153614832,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.200000000000045,6.725126180137409,0.12873591331832843,0.036844185936633814,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.300000000000047,6.727719120785778,0.1286809707350131,0.036884903365799714,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.40000000000005,6.730304272165616,0.12862623767184234,0.03692497752505786,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.50000000000005,6.732881714842957,0.12857171292738373,0.03696441208898288,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.60000000000005,6.735451528390479,0.1285173953109543,0.037003210705492826,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.700000000000053,6.738013791404158,0.12846328364244863,0.03704137699602149,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.800000000000054,6.740568581519385,0.1284093767521584,0.03707891455568254,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
22.900000000000055,6.743115975426572,0.12835567348058585,0.03711582695342685,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.000000000000057,6.745656048886271,0.1283021726782511,0.037152117732193964,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.10000000000006,6.748188876743862,0.1282488732054955,0.037187790409059264,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.20000000000006,6.750714532943791,0.1281957739322813,0.03722284847537675,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.30000000000006,6.753233090543449,0.12814287373798938,0.03725729539692,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.400000000000063,6.75574462172668,0.12809017151121607,0.037291134614020956,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.500000000000064,6.758249197816944,0.1280376661495699,0.037324369541707786,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.600000000000065,6.760746889290202,0.12798535655946972,0.0373570035698434,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.700000000000067,6.763237765787502,0.12793324165594538,0.037389040063264545,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.800000000000068,6.765721896127333,0.12788132036244182,0.03742048236192282,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
23.90000000000007,6.768199348317745,0.12782959161062774,0.03745133378102813,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.00000000000007,6.770670189568279,0.1277780543402099,0.03748159761119558,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.100000000000072,6.773134486301708,0.1277267074987537,0.03751127711859558,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.200000000000074,6.775592304165641,0.12767555004151157,0.037540375545109014,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.300000000000075,6.77804370804398,0.1276245809312593,0.037568896108486634,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.400000000000077,6.7804887620682734,0.12757379913814165,0.03759684200251389,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.500000000000078,6.782927529628961,0.127523203639527,0.03762421639718117,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.60000000000008,6.785360073386551,0.1274727934198733,0.037651022438859934,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.70000000000008,6.787786455282719,0.12742256747060393,0.037677263250484476,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.800000000000082,6.790206736551354,0.12737252478999467,0.037702941931739696,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
24.900000000000084,6.792620977729561,0.12732266438307271,0.03772806155925493,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.000000000000085,6.795028870141741,0.12727296436883,0.03775261094886042,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.100000000000087,6.797430691379001,0.1272234361160303,0.03777660171975216,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.200000000000088,6.799826731583668,0.12717409178268912,0.037800045828460575,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.30000000000009,6.802219795002357,0.12712508639947848,0.03782305093029206,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.40000000000009,6.804604437662756,0.12707610664786748,0.03784540974108597,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.500000000000092,6.8069834474847735,0.1270273066192723,0.03786722977489907,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.600000000000094,6.809356872780848,0.12697868493496245,0.03788851363563119,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.700000000000095,6.811724761472567,0.1269302402337884,0.03790926391909612,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.800000000000097,6.814087161181974,0.12688197117686556,0.03792948321613123,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
25.900000000000098,6.816444119326129,0.1268338764524659,0.037949174115742654,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.0000000000001,6.818795683214956,0.12678595478111887,0.037968339208282215,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.1000000000001,6.821141900152421,0.12673820492092272,0.0379869810886519,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.200000000000102,6.823482817541062,0.12669062567306635,0.03800510235953125,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.300000000000104,6.825818482989919,0.1266432158875639,0.03802270563462353,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.400000000000105,6.8281489444258865,0.12659597446920196,0.03803979354191613,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.500000000000107,6.830474484016949,0.12654891374553107,0.038056377149822795,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.600000000000108,6.832793916565839,0.1265019622091726,0.03807241476204397,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.70000000000011,6.835109558998241,0.1264552485795543,0.038087990473904494,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.80000000000011,6.837419545864124,0.12640866251058067,0.03810303833587069,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
26.900000000000112,6.839724363124651,0.1263622281136999,0.038117576793053914,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.000000000000114,6.842023957363565,0.12631593868862784,0.038131605029866435,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.100000000000115,6.844321302516075,0.12626996097407514,0.038145228072863066,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.200000000000117,6.846611148119238,0.12622399070145446,0.038158262968416845,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.300000000000118,6.848896964191041,0.12617822308568885,0.038170832119793746,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.40000000000012,6.851178057943575,0.12613261494444133,0.03818291226927527,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.50000000000012,6.853454475392028,0.1260871654472666,0.03819450596910419,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.600000000000122,6.855726262121009,0.12604187377034615,0.03820561575428706,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.700000000000124,6.85799346329637,0.12599673909672704,0.03821624414290381,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.800000000000125,6.86025612367796,0.125951760616623,0.03822639363644556,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
27.900000000000126,6.862514287633498,0.12590693752778637,0.03823606672018497,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.000000000000128,6.864767999153667,0.12586226903595787,0.03824526586358132,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.10000000000013,6.867017301868619,0.12581775435540496,0.03825399352072431,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.20000000000013,6.8692622390660505,0.12577339270955737,0.03826225213081981,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.300000000000132,6.871502853711037,0.12572918333175048,0.03827004411872134,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.400000000000134,6.873739188467807,0.12568512546608704,0.0382773718955105,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.500000000000135,6.875971285723682,0.1256412183684305,0.03828423785913091,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.600000000000136,6.878199187615388,0.12559746130754013,0.03829064439507881,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.700000000000138,6.880422936057985,0.12555385356636378,0.03829659387715494,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.80000000000014,6.882642572776657,0.12551039444349998,0.038302088668281345,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
28.90000000000014,6.884858139341622,0.12546708325484607,0.038307131121387276,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.000000000000142,6.887069677206454,0.12542391933544705,0.03831172358036877,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.100000000000144,6.889277227750103,0.12538090204156255,0.03831586838112577,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.200000000000145,6.89148030020059,0.1253380001325819,0.0383195513676168,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.300000000000146,6.89367984957426,0.12529526558565388,0.038322803299821864,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.400000000000148,6.895875500335729,0.1252526738427212,0.038325613518854634,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.50000000000015,6.898067287247057,0.12521022397771528,0.03832798415409885,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.60000000000015,6.900255244223893,0.12516791503971147,0.038329917307146015,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.700000000000152,6.902439404281687,0.12512574604953103,0.038331415050676325,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.800000000000153,6.90461979947697,0.12508371599606716,0.038332479427264164,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
29.900000000000155,6.906796460843416,0.12504182383232146,0.038333112448106776,phosphate,7.21,0.15000000000000002,HA,1,single,phosphate,0.15000000000000002
0.0,3.933903456842954,0.2202328768812874,0.00026766657255532917,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.1,4.2233875509696155,0.21972090430200591,0.0005190360313483899,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.2,4.436700125234586,0.2192784672033665,0.0008443106664623581,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.30000000000000004,4.589590337399483,0.21886333723011536,0.001194924141880999,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.4,4.705653425458826,0.2184604412652682,0.001553590278464243,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.5,4.798423167731919,0.21806459941838974,0.001914408670761237,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.6,4.875443971084125,0.2176737012488153,0.002275009912690851,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.7,4.941196206099255,0.2172867426850325,0.0026342966942768543,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.7999999999999999,4.99851887508831,0.21690318421053825,0.0029917053652125654,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.8999999999999999,5.049311697833807,0.21652270654029332,0.0033469248778255135,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
0.9999999999999999,5.094903590153541,0.21614510510508766,0.0036997754129833157,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.0999999999999999,5.13625849113637,0.21577023966082987,0.004050150405442738,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.2,5.174096894073359,0.2153980085857749,0.004397987097758961,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.3,5.208970901911392,0.21502833397885085,0.004743249205609696,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.4000000000000001,5.2413127016646275,0.2146611538242214,0.005085918095174613,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.5000000000000002,5.271466756224044,0.21429641654516918,0.00542598639480359,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.6000000000000003,5.29971208947882,0.2139340790308656,0.005763456164133465,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.7000000000000004,5.326277543994542,0.21357410181726783,0.0060983324086772836,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.8000000000000005,5.351353388265675,0.21321645079935614,0.006430626145819081,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
1.9000000000000006,5.375099324046189,0.21286109420666052,0.006760350220101594,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.0000000000000004,5.397650760755723,0.21250800283269666,0.007087519891807921,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.1000000000000005,5.41912347013138,0.21215714923763057,0.007412151823289576,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.2000000000000006,5.4396172056314755,0.2118085074518169,0.007734263768556662,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.3000000000000007,5.459218515220592,0.21146205262646517,0.008053874153290345,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.400000000000001,5.478002999651447,0.2111177612169685,0.008371002421767037,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.500000000000001,5.496037033030337,0.21077561015713497,0.00868566787381549,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.600000000000001,5.513379239478363,0.21043557727592888,0.008997890330513625,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.700000000000001,5.530081642713031,0.2100976410389295,0.009307689790642962,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.800000000000001,5.5461905841395716,0.2097617799575316,0.009615085595231419,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
2.9000000000000012,5.561747686538401,0.20942797506761407,0.009920100095109866,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.0000000000000013,5.576790167416552,0.20909620495494563,0.010222751368367373,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.1000000000000014,5.5913517722869654,0.20876645133739435,0.010523061433411574,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.2000000000000015,5.6054627625453195,0.20843869174410956,0.010821045552609342,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.3000000000000016,5.619151043677933,0.20811291114024955,0.011116729237589548,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.4000000000000017,5.632441688286649,0.2077890890152047,0.011410129400495949,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.5000000000000018,5.645357737936956,0.2074672076376805,0.011701266423246872,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.600000000000002,5.657920233555995,0.20714724850864247,0.011990158998333843,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.700000000000002,5.670148610817023,0.20682919559832824,0.012276828838422574,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.800000000000002,5.682060573520605,0.20651302974390578,0.012561292565115852,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
3.900000000000002,5.69367257392546,0.2061987344164001,0.01284357007972362,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.000000000000002,5.704999786367391,0.20588629271940714,0.013123680221746613,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.100000000000001,5.716056263798809,0.20557568799314313,0.013401641654000018,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.200000000000001,5.726855045547254,0.205266903805927,0.013677472859215611,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.300000000000001,5.737408252470357,0.20495992394712398,0.0139511921384163,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.4,5.7477271711987745,0.20465473242056703,0.014222817609677047,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.5,5.75782232894065,0.2043513134385218,0.014492367207396873,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.6,5.767703560097668,0.20404965141632844,0.014759858682297962,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.699999999999999,5.7773800591738596,0.20374973081937808,0.015025309390893643,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.799999999999999,5.786860462383725,0.20345153679706823,0.015288737205831704,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.899999999999999,5.796152849072185,0.2031550541396731,0.01555015903637698,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
4.999999999999998,5.805264818403226,0.20286026802725263,0.015809591902996398,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.099999999999998,5.814203518855567,0.2025671638219611,0.01606705264775057,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.1999999999999975,5.822975683134658,0.20227572706360858,0.016322557934491482,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.299999999999997,5.831587659771498,0.2019859434655341,0.016576124249368357,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.399999999999997,5.840045441782773,0.20169779891086734,0.016827767901752284,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.4999999999999964,5.848354748998781,0.20141128089246588,0.017077507054300452,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.599999999999996,5.856520664919109,0.20112636855037297,0.017325347731708077,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.699999999999996,5.864548711887274,0.20084305985496617,0.017571322008314093,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.799999999999995,5.8724434265576075,0.20056133430044376,0.017815435618145664,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
5.899999999999995,5.880209394601612,0.20028117914450944,0.01805770481612456,phosphate,7.21,0.22000000000000003,HA,1,single,phosphate,0.22000000000000003
